City,Country,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Denver,United States,Denver,Denver,39.7621,-104.8759,United States,US,USA,Colorado,admin,2876625.0,1840018789.0
Chicago,United States,Chicago,Chicago,41.8373,-87.6862,United States,US,USA,Illinois,,8604203.0,1840000494.0
Atlanta,United States,Atlanta,Atlanta,33.7627,-84.4224,United States,US,USA,Georgia,admin,5449398.0,1840013660.0
Atlanta,United States,Atlanta,Atlanta,33.1136,-94.1672,United States,US,USA,Texas,,5526.0,1840019407.0
Raleigh,United States,Raleigh,Raleigh,35.8325,-78.6435,United States,US,USA,North Carolina,admin,1038738.0,1840014497.0
Columbus,United States,Columbus,Columbus,39.9862,-82.985,United States,US,USA,Ohio,admin,1562009.0,1840003760.0
Columbus,United States,Columbus,Columbus,32.51,-84.8771,United States,US,USA,Georgia,,261445.0,1840014887.0
Columbus,United States,Columbus,Columbus,39.2093,-85.9183,United States,US,USA,Indiana,,59897.0,1840013714.0
Columbus,United States,Columbus,Columbus,33.5088,-88.4096,United States,US,USA,Mississippi,,31084.0,1840014807.0
Columbus,United States,Columbus,Columbus,41.4368,-97.3563,United States,US,USA,Nebraska,,23468.0,1840003345.0
Columbus,United States,Columbus,Columbus,43.3354,-89.03,United States,US,USA,Wisconsin,,6793.0,1840002708.0
Boise,United States,Boise,Boise,43.6007,-116.2312,United States,US,USA,Idaho,admin,389280.0,1840027142.0
Madison,United States,Madison,Madison,43.0826,-89.3931,United States,US,USA,Wisconsin,admin,447245.0,1840002915.0
Madison,United States,Madison,Madison,34.7114,-86.7626,United States,US,USA,Alabama,,51593.0,1840015524.0
Madison,United States,Madison,Madison,32.4738,-90.13,United States,US,USA,Mississippi,,25661.0,1840015782.0
Madison,United States,Madison,Madison,41.3398,-72.6278,United States,US,USA,Connecticut,,18113.0,1840045038.0
Madison,United States,Madison,Madison,38.7581,-85.3974,United States,US,USA,Indiana,,18109.0,1840009728.0
Madison,United States,Madison,Madison,40.7586,-74.417,United States,US,USA,New Jersey,,17654.0,1840003574.0
Madison,United States,Madison,Madison,44.0062,-97.1084,United States,US,USA,South Dakota,,7270.0,1840002540.0
Phoenix,United States,Phoenix,Phoenix,33.5722,-112.0891,United States,US,USA,Arizona,admin,4219697.0,1840020568.0
Salt Lake City,United States,Salt Lake City,Salt Lake City,40.7777,-111.9306,United States,US,USA,Utah,admin,1098526.0,1840021383.0
Lincoln,United States,Lincoln,Lincoln,40.809,-96.6788,United States,US,USA,Nebraska,admin,289490.0,1840009357.0
Lincoln,United States,Lincoln,Lincoln,38.8759,-121.2916,United States,US,USA,California,,48275.0,1840020231.0
Lincoln,United States,Lincoln,Lincoln,41.9171,-71.4505,United States,US,USA,Rhode Island,,21731.0,1840106233.0
Lincoln,United States,Lincoln,Lincoln,40.1508,-89.3721,United States,US,USA,Illinois,,16993.0,1840009447.0
Lincoln,United States,Lincoln,Lincoln,42.4266,-71.3086,United States,US,USA,Massachusetts,,6830.0,1840053639.0
Lincoln,United States,Lincoln,Lincoln,33.5935,-86.1371,United States,US,USA,Alabama,,6781.0,1840015698.0
Nashville,United States,Nashville,Nashville,36.1715,-86.7843,United States,US,USA,Tennessee,admin,1081903.0,1840036155.0
Nashville,United States,Nashville,Nashville,35.9692,-77.9555,United States,US,USA,North Carolina,,5554.0,1840016167.0
Birmingham,United States,Birmingham,Birmingham,33.5277,-86.7987,United States,US,USA,Alabama,,739573.0,1840006507.0
Birmingham,United States,Birmingham,Birmingham,42.5447,-83.2166,United States,US,USA,Michigan,,21389.0,1840002438.0
Miami,United States,Miami,Miami,25.7839,-80.2102,United States,US,USA,Florida,,6445545.0,1840015149.0
Miami,United States,Miami,Miami,36.8877,-94.8718,United States,US,USA,Oklahoma,,15571.0,1840020346.0
St. Petersburg,United States,St. Petersburg,St. Petersburg,27.7931,-82.6652,United States,US,USA,Florida,,265351.0,1840015977.0
North Port,United States,North Port,North Port,27.0577,-82.1975,United States,US,USA,Florida,,209070.0,1840015120.0
Morgantown,United States,Morgantown,Morgantown,39.638,-79.9468,United States,US,USA,West Virginia,,72458.0,1840005647.0
Philadelphia,United States,Philadelphia,Philadelphia,40.0077,-75.1339,United States,US,USA,Pennsylvania,,5649300.0,1840000673.0
Philadelphia,United States,Philadelphia,Philadelphia,32.7761,-89.1221,United States,US,USA,Mississippi,,7345.0,1840014869.0
Princeton,United States,Princeton,Princeton,25.5396,-80.3971,United States,US,USA,Florida,,32299.0,1840014248.0
Princeton,United States,Princeton,Princeton,40.3563,-74.6693,United States,US,USA,New Jersey,,31187.0,1840001381.0
Princeton,United States,Princeton,Princeton,33.1778,-96.5044,United States,US,USA,Texas,,13894.0,1840020663.0
Princeton,United States,Princeton,Princeton,38.3553,-87.5784,United States,US,USA,Indiana,,8733.0,1840009801.0
Princeton,United States,Princeton,Princeton,41.3807,-89.464,United States,US,USA,Illinois,,7840.0,1840009276.0
Princeton,United States,Princeton,Princeton,37.1068,-87.8854,United States,US,USA,Kentucky,,6115.0,1840014382.0
Princeton,United States,Princeton,Princeton,37.3689,-81.0961,United States,US,USA,West Virginia,,5675.0,1840006402.0
Hartford,United States,Hartford,Hartford,41.7661,-72.6834,United States,US,USA,Connecticut,admin,905152.0,1840004773.0
Hartford,United States,Hartford,Hartford,43.3223,-88.3782,United States,US,USA,Wisconsin,,15445.0,1840002831.0
Hartford,United States,Hartford,Hartford,43.6644,-72.3866,United States,US,USA,Vermont,,9643.0,1840070579.0
Honolulu,United States,Honolulu,Honolulu,21.3294,-157.846,United States,US,USA,Hawaii,admin,820987.0,1840013305.0
Anchorage,United States,Anchorage,Anchorage,61.1508,-149.1091,United States,US,USA,Alaska,,288000.0,1840023385.0
Juneau,United States,Juneau,Juneau,58.4546,-134.1739,United States,US,USA,Alaska,admin,31974.0,1840023306.0
Baton Rouge,United States,Baton Rouge,Baton Rouge,30.4418,-91.131,United States,US,USA,Louisiana,admin,570308.0,1840013941.0
Metairie,United States,Metairie,Metairie,29.9977,-90.178,United States,US,USA,Louisiana,,142135.0,1840013994.0
Kansas City,United States,Kansas City,Kansas City,39.1239,-94.5541,United States,US,USA,Missouri,,1636715.0,1840008535.0
Kansas City,United States,Kansas City,Kansas City,39.1234,-94.7443,United States,US,USA,Kansas,,152960.0,1840001626.0
Columbia,United States,Columbia,Columbia,34.0376,-80.9037,United States,US,USA,South Carolina,admin,560041.0,1840014730.0
Columbia,United States,Columbia,Columbia,38.9478,-92.3256,United States,US,USA,Missouri,,141645.0,1840007391.0
Columbia,United States,Columbia,Columbia,39.2004,-76.859,United States,US,USA,Maryland,,103991.0,1840005803.0
Columbia,United States,Columbia,Columbia,35.6235,-87.0486,United States,US,USA,Tennessee,,40663.0,1840014518.0
Columbia,United States,Columbia,Columbia,38.4581,-90.2156,United States,US,USA,Illinois,,10513.0,1840007502.0
Columbia,United States,Columbia,Columbia,40.0348,-76.4944,United States,US,USA,Pennsylvania,,10355.0,1840003713.0
Columbia,United States,Columbia,Columbia,31.2564,-89.8266,United States,US,USA,Mississippi,,6468.0,1840014970.0
Columbia,United States,Columbia,Columbia,41.6939,-72.3072,United States,US,USA,Connecticut,,5417.0,1840034367.0
Dallas,United States,Dallas,Dallas,32.7936,-96.7662,United States,US,USA,Texas,,5743938.0,1840019440.0
Dallas,United States,Dallas,Dallas,44.9222,-123.3131,United States,US,USA,Oregon,,17859.0,1840018590.0
Dallas,United States,Dallas,Dallas,33.9153,-84.8416,United States,US,USA,Georgia,,13981.0,1840014757.0
Dallas,United States,Dallas,Dallas,41.3604,-75.9662,United States,US,USA,Pennsylvania,,9208.0,1840000745.0
Portland,United States,Portland,Portland,45.5372,-122.65,United States,US,USA,Oregon,,2074775.0,1840019941.0
Portland,United States,Portland,Portland,43.6773,-70.2715,United States,US,USA,Maine,,203969.0,1840000327.0
Portland,United States,Portland,Portland,27.8911,-97.3284,United States,US,USA,Texas,,17268.0,1840021006.0
Portland,United States,Portland,Portland,36.5883,-86.5194,United States,US,USA,Tennessee,,13030.0,1840014418.0
Portland,United States,Portland,Portland,41.5988,-72.589,United States,US,USA,Connecticut,,9322.0,1840004915.0
Portland,United States,Portland,Portland,40.4375,-84.9833,United States,US,USA,Indiana,,6002.0,1840014175.0
Portland,United States,Portland,Portland,42.8696,-84.899,United States,US,USA,Michigan,,5104.0,1840003073.0
Seattle,United States,Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,,3789215.0,1840021117.0
Portland,United States,Portland,Portland,45.5372,-122.65,United States,US,USA,Oregon,,2074775.0,1840019941.0
Portland,United States,Portland,Portland,43.6773,-70.2715,United States,US,USA,Maine,,203969.0,1840000327.0
Portland,United States,Portland,Portland,27.8911,-97.3284,United States,US,USA,Texas,,17268.0,1840021006.0
Portland,United States,Portland,Portland,36.5883,-86.5194,United States,US,USA,Tennessee,,13030.0,1840014418.0
Portland,United States,Portland,Portland,41.5988,-72.589,United States,US,USA,Connecticut,,9322.0,1840004915.0
Portland,United States,Portland,Portland,40.4375,-84.9833,United States,US,USA,Indiana,,6002.0,1840014175.0
Portland,United States,Portland,Portland,42.8696,-84.899,United States,US,USA,Michigan,,5104.0,1840003073.0
Albuquerque,United States,Albuquerque,Albuquerque,35.1053,-106.6464,United States,US,USA,New Mexico,,761195.0,1840019176.0
Columbia,United States,Columbia,Columbia,34.0376,-80.9037,United States,US,USA,South Carolina,admin,560041.0,1840014730.0
Columbia,United States,Columbia,Columbia,38.9478,-92.3256,United States,US,USA,Missouri,,141645.0,1840007391.0
Columbia,United States,Columbia,Columbia,39.2004,-76.859,United States,US,USA,Maryland,,103991.0,1840005803.0
Columbia,United States,Columbia,Columbia,35.6235,-87.0486,United States,US,USA,Tennessee,,40663.0,1840014518.0
Columbia,United States,Columbia,Columbia,38.4581,-90.2156,United States,US,USA,Illinois,,10513.0,1840007502.0
Columbia,United States,Columbia,Columbia,40.0348,-76.4944,United States,US,USA,Pennsylvania,,10355.0,1840003713.0
Columbia,United States,Columbia,Columbia,31.2564,-89.8266,United States,US,USA,Mississippi,,6468.0,1840014970.0
Columbia,United States,Columbia,Columbia,41.6939,-72.3072,United States,US,USA,Connecticut,,5417.0,1840034367.0
Asheville,United States,Asheville,Asheville,35.5704,-82.5536,United States,US,USA,North Carolina,,312507.0,1840013411.0
Raleigh,United States,Raleigh,Raleigh,35.8325,-78.6435,United States,US,USA,North Carolina,admin,1038738.0,1840014497.0
Fargo,United States,Fargo,Fargo,46.8652,-96.8292,United States,US,USA,North Dakota,,208675.0,1840000177.0
Louisville,United States,Louisville,Louisville,38.1663,-85.6485,United States,US,USA,Kentucky,,1005654.0,1840030815.0
Louisville,United States,Louisville,Louisville,39.9709,-105.1441,United States,US,USA,Colorado,,20816.0,1840020179.0
Louisville,United States,Louisville,Louisville,40.8371,-81.2643,United States,US,USA,Ohio,,9360.0,1840000964.0
Louisville,United States,Louisville,Louisville,33.1224,-89.0553,United States,US,USA,Mississippi,,5983.0,1840015745.0
Lexington,United States,Lexington,Lexington,38.0423,-84.4587,United States,US,USA,Kentucky,,323152.0,1840015211.0
Lexington,United States,Lexington,Lexington,42.4456,-71.2307,United States,US,USA,Massachusetts,,33340.0,1840053638.0
Lexington,United States,Lexington,Lexington,33.989,-81.2202,United States,US,USA,South Carolina,,22157.0,1840016724.0
Lexington,United States,Lexington,Lexington,35.8017,-80.2682,United States,US,USA,North Carolina,,18933.0,1840015360.0
Lexington,United States,Lexington,Lexington,40.7779,-99.7461,United States,US,USA,Nebraska,,10345.0,1840008285.0
Lexington,United States,Lexington,Lexington,37.7825,-79.444,United States,US,USA,Virginia,,9264.0,1840001689.0
Lexington,United States,Lexington,Lexington,35.6618,-88.3945,United States,US,USA,Tennessee,,7889.0,1840014527.0
Norfolk,United States,Norfolk,Norfolk,36.8945,-76.259,United States,US,USA,Virginia,,242742.0,1840003869.0
Norfolk,United States,Norfolk,Norfolk,42.0327,-97.4208,United States,US,USA,Nebraska,,27032.0,1840008136.0
Norfolk,United States,Norfolk,Norfolk,42.1163,-71.3295,United States,US,USA,Massachusetts,,11786.0,1840053554.0
Las Vegas,United States,Las Vegas,Las Vegas,36.2333,-115.2654,United States,US,USA,Nevada,,2104198.0,1840020364.0
Las Vegas,United States,Las Vegas,Las Vegas,35.6011,-105.2206,United States,US,USA,New Mexico,,14662.0,1840020397.0
Reno,United States,Reno,Reno,39.5497,-119.8483,United States,US,USA,Nevada,,445020.0,1840020121.0
Carson City,United States,Carson City,Carson City,39.1512,-119.7474,United States,US,USA,Nevada,admin,58756.0,1840003826.0
Jackson,United States,Jackson,Jackson,32.3163,-90.2124,United States,US,USA,Mississippi,admin,325350.0,1840014895.0
Jackson,United States,Jackson,Jackson,42.2431,-84.4037,United States,US,USA,Michigan,,87110.0,1840003173.0
Jackson,United States,Jackson,Jackson,35.6535,-88.8353,United States,US,USA,Tennessee,,74065.0,1840014528.0
Jackson,United States,Jackson,Jackson,40.098,-74.3579,United States,US,USA,New Jersey,,56968.0,1840081610.0
Jackson,United States,Jackson,Jackson,37.3792,-89.6521,United States,US,USA,Missouri,,14836.0,1840008735.0
Jackson,United States,Jackson,Jackson,43.4721,-110.7745,United States,US,USA,Wyoming,,12576.0,1840021258.0
Jackson,United States,Jackson,Jackson,39.046,-82.6492,United States,US,USA,Ohio,,11462.0,1840008548.0
Jackson,United States,Jackson,Jackson,40.3774,-76.3142,United States,US,USA,Pennsylvania,,8853.0,1840143432.0
Jackson,United States,Jackson,Jackson,39.9057,-76.8796,United States,US,USA,Pennsylvania,,8081.0,1840151964.0
Jackson,United States,Jackson,Jackson,38.3485,-120.7728,United States,US,USA,California,,7550.0,1840018852.0
Jackson,United States,Jackson,Jackson,43.3237,-88.166,United States,US,USA,Wisconsin,,7200.0,1840002832.0
Jackson,United States,Jackson,Jackson,41.008,-75.3578,United States,US,USA,Pennsylvania,,6865.0,1840145221.0
Jackson,United States,Jackson,Jackson,33.292,-83.9678,United States,US,USA,Georgia,,5418.0,1840014836.0
Tulsa,United States,Tulsa,Tulsa,36.1284,-95.9042,United States,US,USA,Oklahoma,,671033.0,1840021672.0
Oklahoma City,United States,Oklahoma City,Oklahoma City,35.4676,-97.5136,United States,US,USA,Oklahoma,admin,972943.0,1840020428.0
Iowa City,United States,Iowa City,Iowa City,41.6559,-91.5303,United States,US,USA,Iowa,,118041.0,1840000532.0
Indianapolis,United States,Indianapolis,Indianapolis,39.7771,-86.1458,United States,US,USA,Indiana,admin,1588961.0,1840030084.0
Montpelier,United States,Montpelier,Montpelier,44.2658,-72.5717,United States,US,USA,Vermont,admin,7372.0,1840002187.0
Concord,United States,Concord,Concord,37.9722,-122.0016,United States,US,USA,California,,652308.0,1840018905.0
Concord,United States,Concord,Concord,35.3933,-80.6366,United States,US,USA,North Carolina,,261801.0,1840014559.0
Concord,United States,Concord,Concord,43.2305,-71.5595,United States,US,USA,New Hampshire,admin,43627.0,1840002747.0
Concord,United States,Concord,Concord,42.462,-71.3639,United States,US,USA,Massachusetts,,19116.0,1840053635.0
Concord,United States,Concord,Concord,38.5117,-90.3574,United States,US,USA,Missouri,,17912.0,1840006126.0
Concord,United States,Concord,Concord,39.8741,-75.5135,United States,US,USA,Pennsylvania,,17745.0,1840152841.0
Concord,United States,Concord,Concord,42.545,-78.7075,United States,US,USA,New York,,8484.0,1840058009.0
Ames,United States,Ames,Ames,42.0259,-93.6215,United States,US,USA,Iowa,,67910.0,1840007019.0
Kherson,Ukraine,Kherson,Kherson,46.6333,32.6,Ukraine,UA,UKR,Khersons’ka Oblast’,admin,291428.0,1804514036.0
Mariupol,Ukraine,Mariupol,Mariupol,47.1306,37.5639,Ukraine,UA,UKR,Donets’ka Oblast’,,449498.0,1804630021.0
Valencia,Venezuela,Valencia,Valencia,10.1667,-68.0,Venezuela,VE,VEN,Carabobo,admin,1484430.0,1862309871.0
